match_id,date,team_a,team_b,bookmaker,odds_team_a,odds_draw,odds_team_b,market_type,source_timestamp,over_under_line,odds_over,odds_under,spread,hours_before_kickoff,implied_prob_team_a,implied_prob_draw,implied_prob_team_b,world_cup_year,penka_phase,archive_stage,source_name,source_url,source_file,value_type,confidence,notes
2022045,2022-12-02,Serbia,Switzerland,betexplorer_archive_average,2.54,3.36,2.83,1x2,,,,,,,,,,2022,group,group_stage,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_main.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022046,2022-12-02,Cameroon,Brazil,betexplorer_archive_average,9.09,5.27,1.34,1x2,,,,,,,,,,2022,group,group_stage,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_main.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022047,2022-12-02,Ghana,Uruguay,betexplorer_archive_average,4.52,3.77,1.78,1x2,,,,,,,,,,2022,group,group_stage,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_main.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022048,2022-12-02,South Korea,Portugal,betexplorer_archive_average,4.27,3.75,1.84,1x2,,,,,,,,,,2022,group,group_stage,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_main.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022049,2022-12-03,Netherlands,United States,betexplorer_archive_average,1.93,3.36,4.38,1x2,,,,,,,,,,2022,round_of_16,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022050,2022-12-03,Argentina,Australia,betexplorer_archive_average,1.29,6.1,9.74,1x2,,,,,,,,,,2022,round_of_16,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022051,2022-12-04,France,Poland,betexplorer_archive_average,1.38,4.91,8.63,1x2,,,,,,,,,,2022,round_of_16,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022052,2022-12-04,England,Senegal,betexplorer_archive_average,1.61,3.72,6.59,1x2,,,,,,,,,,2022,round_of_16,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022053,2022-12-05,Japan,Croatia,betexplorer_archive_average,3.84,3.24,2.1,1x2,,,,,,,,,,2022,round_of_16,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022054,2022-12-05,Brazil,South Korea,betexplorer_archive_average,1.23,6.4,13.6,1x2,,,,,,,,,,2022,round_of_16,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022055,2022-12-06,Morocco,Spain,betexplorer_archive_average,6.09,3.8,1.62,1x2,,,,,,,,,,2022,round_of_16,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022056,2022-12-06,Portugal,Switzerland,betexplorer_archive_average,1.93,3.57,4.11,1x2,,,,,,,,,,2022,round_of_16,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022057,2022-12-09,Croatia,Brazil,betexplorer_archive_average,8.64,4.74,1.4,1x2,,,,,,,,,,2022,quarter_final,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022058,2022-12-09,Netherlands,Argentina,betexplorer_archive_average,3.66,3.1,2.22,1x2,,,,,,,,,,2022,quarter_final,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022059,2022-12-10,Morocco,Portugal,betexplorer_archive_average,6.21,3.87,1.6,1x2,,,,,,,,,,2022,quarter_final,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022060,2022-12-10,England,France,betexplorer_archive_average,2.86,3.06,2.7,1x2,,,,,,,,,,2022,quarter_final,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022061,2022-12-13,Argentina,Croatia,betexplorer_archive_average,2.0,3.09,4.58,1x2,,,,,,,,,,2022,semi_final,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022062,2022-12-14,France,Morocco,betexplorer_archive_average,1.59,3.87,6.42,1x2,,,,,,,,,,2022,semi_final,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022063,2022-12-17,Croatia,Morocco,betexplorer_archive_average,2.27,3.55,3.09,1x2,,,,,,,,,,2022,third_place,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
2022064,2022-12-18,Argentina,France,betexplorer_archive_average,2.67,3.13,2.86,1x2,,,,,,,,,,2022,final,knockout,BetExplorer / OddsPortal archive average,https://www.betexplorer.com/football/world/world-cup-2022/results/,results_2022_betexplorer_playoffs.html,archive_average,medium,Cached public archive result page; source timestamp and kickoff-relative timestamp unavailable and left blank.
